Unnamed: 0,word1,word2,class
1904,saM,pravarwanwaH,3
1905,a,xoReNa,3
1906,XanuH,Kadgam,2
1907,ciwra,afgaH,1
1908,kAjI,kqwena,3
1909,evam,viXeRu,1
1910,maXya,rAwraH,3
1911,warjjanI,AxO,1
1912,Uha,apoham,2
1913,sa,avaXAnAm,3
1914,ugravAxi,yuvakAnAm,3
1915,nIla,veRE,3
1916,vana,vihAreNa,3
1917,anya,manaskaH,1
1918,sa,hqxayA,1
1919,sa,lomaSaH,1
1920,karma,SIlaH,1
1921,BAva,AveSena,3
1922,sa,yawnaH,1
1923,jagawI,carEH,3
1924,manxa,vegA,1
1925,muKa,pqRTe,3
1926,sa,pawwanAm,1
1927,kRINa,praBA,1
1928,mahaw,siMha,1
1929,jana,wAnwrikaH,3
1930,bahu,nihnavaH,1
1931,yuga,viparyayam,3
1932,pApa,ASayaH,1
1933,guru,varyasya,3
1934,kapi,SIrRakaH,1
1935,XAnya,vipaNyAm,3
1936,prawApa,praNawAH,3
1937,vAsuki,praBqwayaH,1
1938,niH,ASIH,1
1939,apa,KyAwim,1
1940,agni,locana,1
1941,sa,avaXAnaM,1
1942,sa,vanOkasaH,1
1943,nir,kRawriyA,1
1944,hiwa,ahiwam,2
1945,viPala,SramaH,3
1946,saMni,viRtA,3
1947,hqwa,jala,1
1948,Sawru,gaveRaNAyAm,3
1949,mAsa,parivqwwaH,3
1950,parimiwa,AhAraH,1
1951,na,AsakwiH,3
1952,prApwa,anujFa,1
1953,sa,lajjA,1
1954,gawa,asuRu,1
1955,na,kiFcanAyAH,1
1956,a,vExikaH,1
1957,pAxa,AxiBiH,1
1958,kaniRTa,AxIni,1
1959,pASa,banXanEH,3
1960,a,karuNena,1
1961,AxarSa,SikRikA,3
1962,iXma,vraScanam,2
1963,yaWA,yaWam,0
1964,xivya,aswrEH,3
1965,guru,kula,3
1966,gANdIva,XanvanA,1
1967,mahA,uragEH,3
1968,na,arWena,3
1969,balavaw,vigrahaH,3
1970,guru,rUpeNa,3
1971,A,krIdya,3
1972,na,gaNyA,3
1973,iRta,viBAgAni,1
1974,kaMsa,arWam,3
1975,araNya,mArgeNa,3
1976,pari,rabXum,3
1977,pUrva,aparaM,2
1978,bAlya,prayukwam,3
1979,prajA,kAmAH,1
1980,na,spqhA,3
1981,viraha,AwuraH,3
1982,aXika,aMSaH,3
1983,xuH,AwmanAm,3
1984,kOwuka,uwkaNTAm,3
1985,hewu,saMjFakAH,1
1986,jala,prapAwam,3
1987,inxriya,vijayaM,3
1988,vihawa,ASaH,1
1989,sva,cakRuRA,3
1990,uw,sqjya,3
1991,xur,ukwaM,3
1992,nara,aXipa,3
1993,xawwa,avaXAnA,1
1994,gawa,mawsaram,1
1995,sarva,vixiwam,3
1996,svAXIna,parijanaH,1
1997,vi,rUpam,3
1998,mahaw,uwsavasya,3
1999,sva,puwryAH,3
2000,kiSora,vayAH,1
2001,A,paxam,0
2002,kqwaGnawA,AropaH,3
2003,BrAnwa,ciwwA,1
2004,vIcI,mAlaH,1
2005,sa,arjunAHn,1
2006,prawyURa,kAlaH,3
2007,puswaka,kItAyiwaH,3
2008,wEMgapa,nAmnI,1
2009,samApwa,vacane,1
2010,sa,anukroSasya,1
2011,viSvaxawwa,nAmakasya,1
2012,xqRta,xoRaH,1
2013,kqwa,kaxanam,1
2014,xvi,jAwiwvaM,1
2015,nAnA,viXEH,1
2016,ASraya,AxInAM,1
2017,kapi,SIrRakAH,1
2018,XUmra,varcase,1
2019,a,buxXiH,1
2020,ukwa,vacanAM,1
2021,a,cewanam,3
2022,wawrawya,karmacAriBiH,3
2023,jIrNa,SIrNAm,2
2024,waw,parAH,3
2025,varXiwa,cinwaH,1
2026,a,surEH,3
2027,BAgya,SAlinI,1
2028,sama,cewasO,1
2029,su,vispaRtAM,3
2030,jvalana,xyuwim,1
2031,jAwa,roRasya,1
2032,baxXa,mUlaH,1
2033,saMwApa,saMyukwam,3
2034,na,parigaNayan,3
2035,sruwa,manwrasya,1
2036,viBava,manxaH,3
2037,yaw,mAwraH,1
2038,kAla,Bojanam,3
2039,Sawa,xvAram,1
2040,cira,viyukwasya,3
2041,rawna,Axikam,1
2042,BUwa,vExyaH,3
2043,vivAha,AKyaH,1
2044,vigawa,klamam,1
2045,afga,grahaH,3
2046,sa,nAWIkarwum,1
2047,agni,praveSam,3
2048,pra,aXyApakasya,3
2049,viwwa,viRaye,3
2050,na,vahan,3
2051,ahas,rAwram,2
2052,newra,maswakam,2
2053,SiKara,katyAm,2
2054,vi,mAniwaH,3
2055,cawur,afgAM,1
2056,BU,KaNde,3
2057,na,samIkRya,3
2058,sa,AwmAnam,1
2059,na,paraM,3
2060,sUkara,saMniBam,3
2061,jAwa,wqRNA,1
2062,guru,puwrAn,3
2063,yaWA,Sakyam,0
2064,na,prApyayo,3
2065,mqga,inxreNa,3
2066,SiRya,maNdalIm,3
2067,na,kqwvA,3
2068,Bagna,asWiH,1
2069,rAja,qRaBe,3
2070,mlAna,praBAyAm,3
2071,hqRta,mAnasaH,1
2072,cawur,guNA,1
2073,svalpa,balaH,1
2074,a,prajFAnaM,3
2075,niyuwa,yojanaH,1
2076,gawa,AsUn,1
2077,lawA,gqhANi,3
2078,nir,AmiRAH,1
2079,viSiRta,puruRANAm,3
2080,vi,sPotakA,3
2081,na,jAnawA,3
2082,viSIrNa,puRpaM,1
2083,leKana,AxiRu,1
2084,saw,vqwwAH,1
2085,mUla,Palam,3
2086,parA,vqwwaH,3
2087,koNa,koRTake,3
2088,aMSa,kAmAH,1
2089,jada,mawI,1
2090,sa,suvarcikA,1
2091,Baya,xruwa,3
2092,sa,XanAH,1
2093,ujjvala,BaviRya,3
2094,guru,caraNAH,3
2095,smiwa,AnanaH,1
2096,parama,suKinam,3
2097,uxAra,cariwaH,3
2098,vIwa,rAgAH,1
2099,a,prawipAxakaH,3
2100,na,priyA,3
2101,jvalana,AkAreRu,1
2102,xur,AXarRaH,3
2103,anu,rakwA,3
2104,cinwA,miSriwena,3
2105,vAyu,BakRaH,1
2106,sWira,amBasAm,1
2107,yaWA,muKyaM,0
2108,haswa,upagawAm,3
2109,nimIliwA,AkArA,1
2110,na,varNanIyA,3
2111,aBi,saMXAya,3
2112,niwya,uxyukwena,3
2113,yaWA,nirxiRtim,0
2114,a,kulInaH,1
2115,sa,aBivAxanaM,1
2116,na,sahamAna,3
2117,prawi,akRam,0
2118,gomaya,mqwwikAm,2
2119,xur,laBAni,1
2120,BAva,gamBIraM,3
2121,UrXva,srowasAm,1
2122,rasAla,AxyAH,1
2123,afgArika,upamaH,3
2124,na,xqSyaH,3
2125,a,yajFeRu,1
2126,mAXvIka,ariRtam,2
2127,sa,xarpaH,1
2128,pakva,kaRAyAKyaM,3
2129,kqwa,prajFA,1
2130,kRINa,kAye,1
2131,nAma,Axyam,1
2132,puNdarIka,akRaM,1
2133,bahumawa,arWaM,1
2134,sa,hqxayAH,1
2135,smiwa,pUrvA,1
2136,prawi,aham,0
2137,xagXa,xehAH,1
2138,saha,mArIcaH,1
2139,Sakra,purogamAH,1
2140,paxma,Alaye,1
2141,upa,XAryawAm,0
2142,malla,afgaNam,3
2143,sa,sEnyaH,1
2144,paxa,kAleRu,3
2145,kUrmma,rUpaH,1
2146,nara,uwwama,3
2147,a,parisaMKyeyawvAw,3
2148,waxa,arWam,3
2149,sa,vegam,1
2150,a,viSiRtaM,3
2151,apa,gawaH,3
2152,anwaH,kRurAH,1
2153,nir,bala,1
2154,vana,xEwyaH,3
2155,paFca,Ayawanam,3
2156,awi,AvaSyake,3
2157,sa,gAfgeyaH,1
2158,maXumeha,AKyasya,1
2159,xurga,aByanwaram,1
2160,xvE,viXyaM,1
2161,mahaw,balaH,1
2162,nir,uwwaraH,1
2163,nir,banXa,1
2164,karataka,AxayaH,1
2165,viSAla,akRaH,1
2166,nis,kRawrAm,1
2167,apAfga,vikRepEH,3
2168,manwra,wanwram,2
2169,koNa,xik,2
2170,inxra,vikramAw,1
2171,alpa,kaPA,1
2172,UrXva,rewasam,1
2173,SuRka,nEyAyikena,3
2174,manxa,BAgyena,1
2175,labXa,prawiRTaH,1
2176,bahu,vicAraM,3
2177,na,AyAsena,3
2178,xvAxaSan,akRaram,1
2179,ESvarya,yukwam,3
2180,bahu,SAKA,1
2181,xaSa,Sirasam,1
2182,RodaSa,kalaM,1
2183,mahA,ojasam,1
2184,paryafka,Axikam,1
2185,Svewa,kukkutaH,3
2186,xvi,newraH,1
2187,an,uciwe,3
2188,guru,janEH,3
2189,yaWA,saMBavam,0
2190,vi,vAxa,3
2191,a,ciram,3
2192,sam,wuRtaH,3
2193,prawyakRa,pUrvaM,1
2194,a,xAraH,1
2195,SAkuna,mAMsena,3
2196,mahaw,balaH_Bs,1
2197,nis,safkocam,1
2198,bAla,BAvam,3
2199,Awma,samo,3
2200,xur,sahaM,3
2201,wIvra,vexanaH,1
2202,sa,ISvaraM,1
2203,ugra,parAkramaH,1
2204,aByavahAra,arWAw,1
2205,sOnxarya,awiSaya,3
2206,a,cyuwaH,1
2207,hIraka,BAram,3
2208,mahaw,SivaH,3
2209,puNya,kIrwiH,1
2210,SikRA,viBAge,3
2211,viBAga,aXyakRasya,3
2212,harRa,annAxo,3
2213,paFca,vargaH,3
2214,rasa,anuBavam,3
2215,a,cyuwAyan,1
2216,nir,Bayam,1
2217,xakRiNa,afguRTawaH,3
2218,xuH,anvayAni,3
2219,pavana,AxayaH,1
2220,na,svasWam,3
2221,uxxoha,viXinA,3
2222,sa,kOwukam,1
2223,saroja,locanA,1
2224,mArga,jAwA,3
2225,uwpanna,haswaH,1
2226,su,samqxXaH,3
2227,Ananxa,pulakiwAH,3
2228,SeRAxri,SiKare,3
2229,Bagna,vrawe,1
2230,kqwa,arWEH,1
2231,xaSasahasra,rUpyakANAm,3
2232,pavanan,saMyukwaH,3
2233,BUwa,sWaH,3
2234,vakwu,kAmam,1
2235,BAgya,SAlinaM,1
2236,sa,roRaH,1
2237,pra,grahaM,3
2238,nir,malam,1
2239,su,lalAtaH,1
2240,na,Awmasu,3
2241,praxawwa,avaXAna,1
2242,pravqwwa,cakrasya,1
2243,kAla,vaSam,3
2244,mahA,BAgaM,1
2245,yajFa,viXiH,3
2246,samupajAwa,kopaH,1
2247,nir,mAMsam,1
2248,a,sajyamAnaH,3
2249,yajFa,karma,3
2250,nava,viXaH,1
2251,go,pucCam,3
2252,yajFa,saMsixXAw,3
2253,upArjana,rawiH,1
2254,maMwra,mugXA,3
2255,BUwa,saMjFakaH,1
2256,asmaw,AxiBiH,1
2257,yoxXu,kAmaH,1
2258,mahA,XanAn,1
2259,na,upalakRiwa,3
2260,nir,guNaH,1
2261,yoxXu,kAmAn,1
2262,alpa,mexasaH,1
2263,sAXu,sanwaH,3
2264,vinaRta,SokAH,1
2265,hqw,AxikAH,1
2266,xIrGa,sUwrasya,1
2267,prawi,lomawaH,3
2268,sax,guNE,3
2269,sa,pawnyA,1
2270,prAcIna,agrAH,1
2271,sawya,AkArAH,1
2272,niwya,praSAnwe,3
2273,kqwa,karmANaM,1
2274,prApwa,samAcAraH,1
2275,anwaH,AwmanA,1
2276,eka,ekasya,3
2277,cAru,locanam,1
2278,vahni,sAw,3
2279,puRpa,mAlABiH,3
2280,paWin,AvAsasya,3
2281,su,xurXarRaM,3
2282,kqwa,kalyANaM,1
2283,an,upakaraNam,1
2284,Binna,vqwwAH,1
2285,sarva,sWiwyE,3
2286,sva,cawuSSawam,3
2287,prawi,rAwrim,0
2288,nasya,karmaBiH,3
2289,anu,XyAyanwI,3
2290,niwya,vrawI,1
2291,sva,piwAmahasya,3
2292,su,manasaH,1
2293,sWira,xqRtI,1
2294,amla,saMyuwEH,3
2295,apUrva,cArakaH,1
2296,niraya,saMjFiwAH,1
2297,Asava,yonayaH,3
2298,rAjan,parivArasya,3
2299,baxXa,rawi,1
2300,Xarma,mUlAH,1
2301,sa,rakwe,1
2302,brahma,xviRaH,3
2303,sa,arWa,1
2304,vajra,afkAH,1
2305,anala,wapwam,3
2306,vinIwa,AwmA,1
2307,wimira,AcCanneByaH,3
2308,vEwAna,niwyaH,1
2309,Saswra,pANO,1
2310,saM,nicayaM,3
2311,sa,nAvanaH,1
2312,puruRa,uwwamAH,3
2313,vAwa,vixraXI,3
2314,sa,sarpe,1
2315,eka,akRaraH,1
2316,sa,SarIreNa,1
2317,kaniRTa,BaginI,3
2318,cira,prAjFawayA,1
2319,kaPa,AwmakaH,1
2320,BURaNa,Axikam,1
2321,rAjan,saMSrayAH,1
2322,jala,grahaNam,3
2323,a,sWAnawaH,3
2324,jala,saMSrayAH,3
2325,mAna,apamAnam,2
2326,anya,anujAn,3
2327,kRuxra,ASayA,1
2328,awyucCriwa,sawwvaH,1
2329,sahasra,samiwA,1
2330,vakwu,kAmAnAM,1
2331,bahu,viXaH,1
2332,sa,avaroXanaH,1
2333,nirvANa,AxiRu,1
2334,waw,vyavasWA,3
2335,sarva,kAmeByaH,3
2336,kopa,miSriwena,3
2337,uxIrNa,sawwvena,1
2338,pra,supwO,3
2339,hIna,xehaH,1
2340,viMSawi,saMKyA,3
2341,xaXi,pUrNam,3
2342,sanna,musale,1
2343,su,pariNIwAn,3
2344,gawa,AyuRi,1
2345,pra,wanavaH,1
2346,niScaya,AwmikAH,1
2347,saw,kqwAH,3
2348,jFeyA,Awmane,3
2349,kqwa,aswrAH,1
2350,aneka,viXAni,3
2351,xuH,AsaxAm,3
2352,manxa,BAgyasya,1
2353,sva,sevakam,3
2354,Bavaw,viXe,1
2355,alpa,buxXInAM,1
2356,vAwa,sAraWiH,1
2357,an,AwuraH,3
2358,viGna,BUwAH,1
2359,Bukwa,BogaH,1
2360,nIwi,gupwe,3
2361,kutumba,XarmANaH,1
2362,a,svapnaH,3
2363,pUrva,karmaNA,3
2364,pAraMparya,Agawe,3
2365,vyavahAra,variRTaH,3
2366,vaFcayiwu,kAmaH,1
2367,ugra,viRasya,3
2368,aBi,anwarAn,3
2369,gawa,viBavaH,1
2370,ava,lambiwam,3
2371,apa,hqwam,3
2372,vi,saMjFam,1
2373,AkASa,praBavaH,1
2374,pra,hIyamANasya,3
2375,kroXa,mUrcCiwaH,3
2376,rAjan,mArgeNa,3
2377,pra,xAya,3
2378,na,vyaya,1
2379,kroXa,agnim,3
2380,a,prawimam,1
2381,a,xURikA,3
2382,yawa,vrawAw,1
2383,viviXa,jAwIyAH,3
2384,su,viSAle,3
2385,mahaw,AgAra,3
2386,bahU,mUlyAni,1
2387,AvaraNa,Avqwam,3
2388,apagawa,gOrave,1
2389,na,arWam,3
2390,BAsvara,xehAH,1
2391,kroXa,cApalyaM,2
2392,cariwa,brahmacaryasya,1
2393,yoga,AwmA,1
2394,a,sevyaM,3
2395,vikqwa,AnanaH,1
2396,ayana,muKAni,1
2397,vqxXa,vqkREH,3
2398,a,xURakaH,3
2399,xivya,SakweH,3
2400,bahu,svarNam,1
2401,prAk,muKAn,1
2402,lEMgaSipa,nAma,1
2403,kapi,vikqwiH,3
2404,ravi,raSmiBi,3
2405,malImasa,carxareNa,3
2406,karNa,nAsam,2
2407,nAtaka,AxInAm,1
2408,yoga,kRemAH,3
2409,cawuHRaRti,uwwaram,1
2410,nara,ISvaraH,3
2411,vigawa,kalmaRaH,1
2412,wvaw,ASrayam,3
2413,na,avekRya,3
2414,prApwa,prawiRTe,1
2415,gawa,jvaraH,1
2416,harRa,nirBara,3
2417,pra,sqwA,3
2418,SyAma,varNaM,3
2419,sahasra,muxrAwmakam,1
2420,sam,AyAwasya,3
2421,avi,xagXAn,3
2422,eka,mAwram,3
2423,mayUra,AxiBi,1
2424,SuxXa,SOcena,1
2425,inxriya,saMnyAsAw,3
2426,awi,mAwraM,0
2427,sa,vajram,1
2428,saMpaw,vipaw,2
2429,sa,viSeRANi,1
2430,a,meXyAsu,3
2431,bahu,mUlyA,1
2432,a,jFAwA,3
2433,anwar,manasi,3
2434,vana,gocarEH,3
2435,na,BayaM,3
2436,waw,SESave,3
2437,Awma,samBAviwAH,3
2438,Xana,vinASam,3
2439,aNda,jAn,3
2440,wanu,afgI,1
2441,na,sampUrNe,3
2442,awi,viswqwaH,3
2443,wIkRNa,wuNdaH,1
2444,xAruNa,AkAraH,1
2445,awiyoga,ayogAya,2
2446,UrXva,muKaM,1
2447,xawwa,xqRtiH,1
2448,vixiwa,pramANAH,1
2449,Apwa,xakRiNEH,1
2450,xik,mUDA,3
2451,prawi,vAkyam,0
2452,xalapawarAya,mahASayena,3
2453,nir,uxxeSyam,1
2454,ewaw,mohanIyam,3
2455,pra,yojanam,3
2456,rAjya,praSAsane,3
2457,xur,xqSyaM,3
2458,saMyawa,AwmanaH,1
2459,wvaw,prasAxAw,3
2460,xurga,wIrWA,1
2461,pAyasa,pUrNam,3
2462,ekAnwika,vacanAw,3
2463,anu,XAvamAnA,3
2464,kuru,kRewre,3
2465,Gqwa,arciH,1
2466,paFca,srowasi,3
2467,puNya,arWaM,1
2468,SAnwi,pUrNam,3
2469,niruxXa,SvAsa,1
2470,cawuH,uwwarA,1
2471,ugra,wapa,3
2472,Ahava,xarpam,1
2473,purA,XarmaH,3
2474,sva,miwram,3
2475,kaSyapa,nAmakasya,1
2476,BAviwa,AwmAnaH,1
2477,uRNa,peyam,3
2478,an,aBiRyanxi,3
2479,viBANdaka,muneH,3
2480,upa,grAhyam,3
2481,BAviwa,AwmanAm,1
2482,para,gqham,3
2483,saha,uxvegaH,1
2484,vAyu,BakREH,1
2485,xur,yogAw,3
2486,mahaw,nimiwwAni,3
2487,vi,nigrahaH,3
2488,viSva,iSvara,1
2489,priya,apriyaM,2
2490,saha,gaNAH,1
2491,anwarafga,saKIBi,3
2492,parivrAjaka,ASrame,3
2493,a,wapasaH,1
2494,su,ruciraM,3
2495,vyaya,BAra,3
2496,su,SuxXEH,3
2497,ORaXa,Alayam,3
2498,nimIliwa,akRaH,1
2499,na,paSyanwaH,3
2500,vi,Bajya,3
2501,mahaw,anuBAvAn,1
2502,SuBa,lakRaNEH,1
2503,parA,mqRtam,3
2504,mahaw,mahaxBiH,2
2505,bahu,SruwAn,1
2506,xravya,saMjFa,1
2507,mqxu,xaNdAH,1
2508,sa,SeRam,1
2509,aBi,saMhiwaH,3
2510,Bexa,mUlaH,1
2511,cawus,pAw,1
2512,SrIrAya,mahoxayena,3
2513,miSra,mahABAgAx,3
2514,kArya,kqrwQNAm,3
2515,maha,asure,3
2516,nir,XaneBya,1
2517,kqNa,varNAByAm,3
2518,vasiRTa,pramuKEH,1
2519,kRewrajFa,lakRaNAH,1
2520,an,AwurAH,3
2521,yukwa,kRamO,1
2522,alpa,AhArawayA,3
2523,jagaw,nivAsa,1
2524,pariNAma,Axi,1
2525,pUrNa,kumBAn,3
2526,sAhAyya,Axi,1
2527,pApa,AwmA,1
2528,waw,avasWam,1
2529,Arya,SIlaH,1
2530,sa,avahi,1
2531,su,vyakwaM,3
2532,jFAna,sAraWiH,1
2533,krUra,karmA,1
2534,vi,manAH,1
2535,xanwa,ulUKalikEH,1
2536,miwa,BojanAH,1
2537,mahA,bale,1
2538,an,Aryam,3
2539,su,SIlAH,1
2540,ugra,wapA,1
2541,wri,XAmA,1
2542,viRNu,prayukwayA,3
2543,para,akRa,0
2544,pqWak,ceRtA,1
2545,miwa,aSanaH,1
2546,arNava,walaM,3
2547,sparSa,anumeyAH,3
2548,sEnya,samuwsAham,3
2549,vacana,nirxeSAw,3
2550,samAna,vegAH,1
2551,xur,huwam,3
2552,kajjala,SyAmaH,3
2553,sahana,SIlA,1
2554,kASI,nagaryAm,3
2555,nYa,mUlyasya,3
2556,maw,ciwwaH,1
2557,xravya,yAcanam,3
2558,sa,vismayaH,1
2559,Arya,miSrAn,3
2560,jiwa,kroXena,1
2561,mArjana,rUpeNa,3
2562,apahqwa,cewasAm,1
2563,laKesara,nAmni,1
2564,waw,prAmAxikam,3
2565,xvi,rAwraM,3
2566,aXas,muKaH,1
2567,rAwri,CannaH,3
2568,AvaSyakawA,anusAram,3
2569,xur,sAhasam,3
2570,Sara,SreRTaM,3
2571,sawya,vAkyaH,1
2572,XanyavAxa,purasaram,3
2573,awi,sWOlyaM,3
2574,sa,kulaH,1
2575,sa,vAsAH,1
2576,mahaw,balAH,1
2577,UrXva,rewasaH,1
2578,SuxXa,AcAraH,1
2579,samagra,afgaM,1
2580,kqRi,arWam,3
2581,bala,abale,2
2582,pra,wAdiwaH,3
2583,vAk,krUraH,3
2584,saxAnanxaJA,mahoxayam,3
2585,AMgla,xeSe,3
2586,kalyANa,gocaraM,1
2587,raWya,aBimuKasya,3
2588,buxXi,yukwA,3
2589,a,vyAhawabale,3
2590,manxara,nAmni,1
2591,wapo,niwyaH,1
2592,swrI,rakRiBiH,3
2593,snigXa,maXuram,3
2594,a,xqRtiwaH,3
2595,su,xuRkaram,3
2596,aBi,AkASaM,0
2597,nAnA,BUwasya,1
2598,waw,piwA,3
2599,pari,janEH,3
2600,pAka,Axi,1
2601,sa,spqhA,1
2602,apewa,wqRNAnAM,1
2603,na,SamaH,3
2604,a,sAXuByaH,3
2605,sa,saMwApaH,1
2606,laGu,kAya,3
2607,Xarma,labXAni,3
2608,sAyam,kAlasya,3
2609,sOKya,pUrNam,3
2610,ganwu,kAmA,1
2611,pramuRiwa,CAyAH,1
2612,amiwa,vikrama,1
2613,a,sahAyaH,1
2614,Sawa,AyuRaH,1
2615,na,asUyaH,3
2616,moha,rajaH,2
2617,vi,mqRtaH,3
2618,guru,praXAnaH,1
2619,panIra,nAma,1
2620,hewu,sahasreRu,3
2621,Sawa,saMKyam,3
2622,Xqwi,gqhIwayA,3
2623,na,qNAn,1
2624,a,kRarasya,1
2625,buxXi,SreRTAH,3
2626,maXye,pravAham,0
2627,aFjana,sanniBaH,1
2628,vi,XUmaH,1
2629,aBi,muKam,3
2630,viRa,miSriwasya,3
2631,xagXa,xoRAH,1
2632,sa,lakRmaNaH,1
2633,upahawa,manasam,1
2634,svarNa,parvawaH,3
2635,a,nikewaH,1
2636,bAlA,Awapasya,3
2637,mAyA,AcAraH,1
2638,kqSa,wanuH,1
2639,xroha,buxXiH,1
2640,puRkara,mAlinyaH,1
2641,svargIya,sOnxaryam,3
2642,cinwA,Akula,3
2643,awisvinna,BeRajam,3
2644,Axara,BAvam,3
2645,awiWi,priyaH,1
2646,kula,puwraH,3
2647,sa,parigraham,1
2648,aMga,yaRteH,3
2649,xeva,Alayasya,3
2650,bahu,wiWe,3
2651,payas,rASO,3
2652,RodaSa,kale,1
2653,apa,Sabxena,3
2654,SiSira,AxIn,1
2655,awi,AryaM,3
2656,kqwA,aFjaliH,1
2657,mUlya,vyavasWA,3
2658,SuxZXa,AwmA,1
2659,prasUwi,yogyam,3
2660,parvan,gawaH,3
2661,koRTa,ASrayA,1
2662,hawa,praBA,1
2663,vi,liKiwum,3
2664,vasanwa,qwu,3
2665,garuda,XvajaH,1
2666,ab,BakREH,1
2667,gala,haswam,3
2668,go,careByaH,3
2669,Bqwa,amAwyAH,1
2670,inxriya,guNAn,3
2671,kqSa,akqSe,2
2672,sa,jIvakaM,1
2673,japa,yajFaH,3
2674,cAnxra,ayaNaM,1
2675,sarva,sasyA,1
2676,praWama,aBiRikwaM,1
2677,suKa,saMjFakam,1
2678,kArA,AvAsa,3
2679,pra,kRipan,3
2680,gAnXArIn,sahiwaH,3
2681,nir,vaswrA,1
2682,AhAra,virahAw,2
2683,vIra,samuxyawam,3
2684,pUrNa,uxaram,1
2685,an,upasevanam,3
2686,vi,krAnwaH,3
2687,sarva,AwmanAM,3
2688,yogya,pAwram,3
2689,sa,xrumAw,1
2690,xUwa,samuxAcAram,3
2691,vipraciwwi,praXAnAn,1
2692,sanXyA,Axikam,1
2693,yogyawA,mAwreNa,3
2694,na,BinnO,3
2695,preRaNa,kriyAH,1
2696,awi,xugXaM,1
2697,yaWA,arWaM,0
2698,a,kurvan,3
2699,alpa,AhArANi,1
2700,rAma,AxIn,1
2701,eka,haswasya,3
2702,sarva,ASramI,1
2703,a,SarIraH,1
2704,pra,cCannaM,3
2705,xama,anviwAH,3
2706,suKa,xuHKe,2
2707,miWya,upacariwaH,3
2708,na,sahAyakawAm,1
2709,ugra,wapasaM,1
2710,kqwa,yawna,1
2711,niH,puruRAn,1
2712,awi,lubXawA,3
2713,vigawa,jvaraH,1
2714,prayoga,rawiH,1
2715,sasya,Axi,1
2716,pari,wrANAya,3
2717,praXAna,mahoxayasya,3
2718,prawyakRa,xarSanam,3
2719,a,vipakvawA,3
2720,xEva,param,1
2721,vyAma,xIrGayA,1
2722,saM,jAwaH,3
2723,mAGa,kave,3
2724,sa,Sokam,1
2725,anwaH,sarpa,1
2726,xugXa,XavalAyAm,3
2727,mahaw,xaMRtra,1
2728,Xana,loBena,3
2729,sam,uxvahan,3
2730,warRaH,CexaH,3
2731,kRINa,Sukrasya,1
2732,Svewa,parvawam,3
2733,ni,rmaNdUkam,0
2734,labXa,avakASA,1
2735,ninxA,SabxAH,3
2736,Sawa,saMKyeRu,1
2737,jFAwi,lokeRu,3
2738,svarga,parA,1
2739,Asanna,prasavA,1
2740,kqwa,ciwwasya,1
2741,afgulIyaka,haswaH,1
2742,na,aSanaM,3
2743,jala,vAsaH,3
2744,bahir,BAge,0
2745,naRta,saMSayaH,1
2746,komawarahap,nAma,1
2747,sva,suKeRu,3
2748,sOnxarya,vilasiwam,3
2749,an,avasecanAw,3
2750,bahuw,Calam,1
2751,su,SIlaH,1
2752,sa,ucCvAsam,1
2753,awi,cCexyaH,3
2754,upahAra,Axi,1
2755,sa,anunAxaM,1
2756,yaWA,arham,0
2757,wAmra,AsyaH,1
2758,inxriya,saMyukwaM,3
2759,sa,avaSeRANi,1
2760,xur,AwmanAm,1
2761,Xarma,uwware,1
2762,xvIpi,newrAH,1
2763,uxXUwa,roRam,1
2764,nava,yuvawIm,3
2765,priya,saMvAse,1
2766,jaya,uxGoREH,3
2767,xravya,arWam,1
2768,a,mAnI,1
2769,vikqwa,buxXiH,1
2770,canxana,AxyEH,1
2771,ugra,karmANam,1
2772,anu,rUpaH,1
2773,agaswya,AxInAm,1
2774,sPota,janiwAM,3
2775,nir,vraNAn,1
2776,jaraWarahap,nAma,1
2777,xqDa,inxriyaH,1
2778,pariXAna,valkalam,1
2779,Saswra,pANinam,1
2780,vi,nikRipwAH,3
2781,xeva,samAH,3
2782,sa,parivArAH,1
2783,sa,BAgyAH,1
2784,xqDZa,parikara,1
2785,na,prasannA,3
2786,mUla,BqwyAn,3
2787,a,mawsaraH,3
2788,xEwya,inxrAH,3
2789,wriviXa,vikalpaH,3
2790,a,xuRtAH,3
2791,upa,nyAsaH,0
2792,gawa,wanxrIH,1
2793,upajAwa,kOwUhala,1
2794,pEla,AxyAH,1
2795,yukwa,vAcaH,1
2796,niSciwa,niScayAH,1
2797,karuNa,xqRtim,3
2798,wIkRNa,parAkramaH,1
2799,sa,parijana,1
2800,anu,rakwaM,3
2801,maha,AwmAnam,3
2802,sama,xarSinaH,1
2803,lamba,sataH,1
2804,viRaNNa,muKaH,3
2805,XUmra,varNam,1
2806,pAScAwya,saMskqwO,3
2807,yawa,AwmanA,1
2808,nakula,akRAH,1
2809,uxAra,hqxaya,3
2810,xevawA,samAnAH,3
2811,hIna,prajFAH,1
2812,suKa,xuHKaM,2
2813,sUryA,Awmane,3
2814,mokRa,parAyaNaH,1
2815,sa,xravyaH,1
2816,AxAna,praxAne,2
2817,sunxa,nAmakAya,1
2818,karma,garBEH,1
2819,viruxXa,vIrya,1
2820,sam,ASvAsya,3
2821,na,niwyaH,3
2822,mahaw,vqkRaH,3
2823,yaWA,suKaM,0
2824,paFcaSawa,rUpyakANi,3
2825,kalpAnwa,sWAyinaH,3
